country,year,ovi_gas
ARE,2001,0.2955571060909351
ARE,2002,0.26181622899603146
ARE,2003,0.2518633417269109
ARE,2004,0.23726892277083772
ARE,2005,0.22688664410500325
ARE,2006,0.2200319046267386
ARE,2007,0.1940427906246735
ARE,2008,0.33864675509383474
ARE,2009,0.34090511910732413
ARE,2010,0.49588752213500475
ARE,2011,0.47686417277264964
ARE,2012,0.45974853728448367
ARE,2013,0.4564750893166842
ARE,2014,0.466554664670675
ARE,2015,0.418141747595988
ARE,2016,0.48877440054011306
ARE,2017,0.5325457139689287
ARE,2018,0.7439132137419876
ARE,2019,0.6451060236871048
ARE,2020,0.6387646904862856
ARE,2021,0.6618331106978501
ARE,2022,0.6508882125840092
ARE,2023,0.645183387920962
ARE,2024,0.6059876990464603
ARG,2004,0.04564085671691461
ARG,2005,0.04276006006770343
ARG,2006,0.05680408098891772
ARG,2007,0.05645538498883222
ARG,2008,0.055832481619218895
ARG,2009,0.06383201513930395
ARG,2010,0.12415625967686454
ARG,2011,0.31479344896487255
ARG,2012,0.30221651670046096
ARG,2013,0.29982991963166555
ARG,2014,0.2990030233649187
ARG,2015,0.2958139025672234
ARG,2016,0.36196793681001355
ARG,2017,0.3612933326606603
ARG,2018,0.358310288891651
ARG,2019,0.4626499081362447
ARG,2020,0.4903225143188132
ARG,2021,0.46894338754897497
ARG,2022,0.4697645425886906
ARG,2023,0.8367640201702874
ARG,2024,0.9637174509568397
AUS,2000,0.17222866474484685
AUS,2001,0.15968798508132198
AUS,2002,0.20768369489292074
AUS,2003,0.20606270731318924
AUS,2004,0.4368528265347036
AUS,2005,0.6629800534649049
AUS,2006,0.6402001693510218
AUS,2007,0.9904786902819889
AUS,2008,1.0347713331946053
AUS,2009,1.5490367307780155
AUS,2010,1.4234782001906832
AUS,2011,1.4765876373948716
AUS,2012,1.4675871725278162
AUS,2013,1.3956498334350422
AUS,2014,1.6731672678701222
AUS,2015,2.100903823655062
AUS,2016,2.1636421387243807
AUS,2017,2.281246660603413
AUS,2018,2.8085587459740347
AUS,2019,2.586830883900549
AUS,2020,2.6931775931508253
AUS,2021,2.87974890723881
AUS,2022,2.7938211278999345
AUS,2023,3.1457549507193177
AUS,2024,3.2847608310580556
Austria,2007,1.6137609221583233
Austria,2008,1.5074066586234964
Austria,2009,1.5477958905342342
Austria,2010,1.4220604594123518
Austria,2011,1.5118659853816658
Austria,2012,1.5850852928788433
Austria,2013,1.666979426999106
Austria,2014,1.82000325569497
Austria,2015,1.7155919951691867
Austria,2016,1.6386583785174986
Austria,2017,1.507190769388922
Austria,2018,1.5736304366984206
Austria,2019,1.5358789461144957
Austria,2020,1.6030962931927368
