country,year,ovi_oil
PER,2019,1.8546873426523918
PER,2020,2.3879370926239742
PER,2021,1.9435716192709802
PER,2022,1.8580738189831643
PER,2023,1.8062378085309774
Trinidad & Tobago,2001,5.4116406866348475e-05
Trinidad & Tobago,2002,5.073378606047282e-05
Trinidad & Tobago,2003,5.0428441265301756e-05
Trinidad & Tobago,2004,4.723824332874259e-05
Trinidad & Tobago,2005,4.244641932205044e-05
Trinidad & Tobago,2006,4.102201210425333e-05
Trinidad & Tobago,2007,3.9773351793534896e-05
Trinidad & Tobago,2008,3.749484947790486e-05
Trinidad & Tobago,2009,3.8595682383844e-05
Trinidad & Tobago,2010,3.774617626572884e-05
Trinidad & Tobago,2011,3.855114316092568e-05
Trinidad & Tobago,2012,4.2152170596379795e-05
Trinidad & Tobago,2013,3.9340312577679485e-05
Trinidad & Tobago,2014,4.140435466774991e-05
Trinidad & Tobago,2015,3.812117314091376e-05
Trinidad & Tobago,2016,3.721669521453091e-05
Trinidad & Tobago,2017,4.1553137181806225e-05
Trinidad & Tobago,2018,4.8651164284862677e-05
Trinidad & Tobago,2019,4.730636122782509e-05
Trinidad & Tobago,2020,5.526521981266055e-05
Trinidad & Tobago,2021,5.66077515668357e-05
Trinidad & Tobago,2022,5.287997743779439e-05
Trinidad & Tobago,2023,5.148892225619018e-05
VEN,2001,13.155998977248023
VEN,2002,12.44121015435712
VEN,2003,14.827930412025701
VEN,2004,13.857718138905732
VEN,2005,12.57146314354839
VEN,2006,11.677877391761776
VEN,2007,11.16865516543829
VEN,2008,10.177600118392693
VEN,2009,9.72448150554951
VEN,2010,9.657487708351939
VEN,2011,9.286708510335753
VEN,2012,8.567619437133088
VEN,2013,8.399947576845737
VEN,2014,9.02077254142542
VEN,2015,10.262415977358426
VEN,2016,11.62568666667131
VEN,2017,13.331945980052714
VEN,2018,17.17067020916582
VEN,2019,17.75298202279829
VEN,2020,31.77582306149602
VEN,2021,29.51702408154549
VEN,2022,24.036425463311147
VEN,2023,20.183798016416073
Austria,2001,0.6037737411760556
Austria,2002,0.5904401086663363
Austria,2003,0.5566381163719765
Austria,2004,0.5492165929502625
Austria,2005,0.5439984235002341
Austria,2006,0.5390194940204907
Austria,2007,0.5565047526809695
Austria,2008,0.5708994247226477
Austria,2009,0.5973804423738973
Austria,2010,0.5795521538901219
Austria,2011,0.6148784735174336
Austria,2012,0.6243599943830711
Austria,2013,0.6109150148796582
Austria,2014,0.628150486231261
Austria,2015,0.6210301026967159
Austria,2016,0.6069463459912123
Austria,2017,0.6045039332631852
Austria,2018,0.5935229698248524
Austria,2019,0.5799762400678102
Austria,2020,0.6690849472297208
Austria,2021,0.6316376846378154
Austria,2022,0.6582469734968462
Austria,2023,0.6589163396914411
Belgium,2001,0.007998708797908772
Belgium,2002,0.008005710634409387
Belgium,2003,0.007625263348830911
Belgium,2004,0.007562239178136497
Belgium,2005,0.007573526577484238
Belgium,2006,0.007635122077997639
Belgium,2007,0.007573943239888566
Belgium,2008,0.007199147926937228
Belgium,2009,0.00804054674118291
Belgium,2010,0.007673769059035421
Belgium,2011,0.008157990033257916
Belgium,2012,0.008432987814910852
Belgium,2013,0.008186203723776167
Belgium,2014,0.008256560746353989
Belgium,2015,0.008092592123224213
Belgium,2016,0.0080064763531147
Belgium,2017,0.007924876577056152
Belgium,2018,0.007371538941507988
Belgium,2019,0.007830610005543505
Belgium,2020,0.00899344379828226
Belgium,2021,0.00810637232041492
Belgium,2022,0.008331881139057936
Belgium,2023,0.008541653382502894
Bulgaria,2001,1.9957381235600433e-05
Bulgaria,2002,2.0037459781732823e-05
Bulgaria,2003,1.8624818482180706e-05
Bulgaria,2004,1.9300266354768612e-05
Bulgaria,2005,1.7602338298407183e-05
Bulgaria,2006,1.7385264331162627e-05
Bulgaria,2007,1.7647553996704084e-05
Bulgaria,2008,1.7935437065253066e-05
Bulgaria,2009,1.9738845451636827e-05
Bulgaria,2010,2.1769132642269606e-05
Bulgaria,2011,2.2859814292354654e-05
Bulgaria,2012,2.1664034858833764e-05
Bulgaria,2013,2.289239343733643e-05
Bulgaria,2014,2.1225923744364157e-05
Bulgaria,2015,1.8977948293141492e-05
Bulgaria,2016,1.8528198485766515e-05
Bulgaria,2017,1.7691717437563135e-05
Bulgaria,2018,1.7815381687810672e-05
Bulgaria,2019,1.7039010994249182e-05
Bulgaria,2020,1.887739610466492e-05
Bulgaria,2021,1.800934645176639e-05
Bulgaria,2022,1.6797771834694677e-05
Bulgaria,2023,1.694543847659025e-05
Czech Republic,2001,1.9185925367118954
Czech Republic,2002,1.9721768282051302
Czech Republic,2003,1.8455062059208502
Czech Republic,2004,1.6848297310594718
Czech Republic,2005,1.6176346136714423
Czech Republic,2006,1.6438774700198615
Czech Republic,2007,1.6566897760282047
Czech Republic,2008,1.6300217102938237
Czech Republic,2009,1.665968446078129
Czech Republic,2010,1.7494221385816702
Czech Republic,2011,1.712275767453089
Czech Republic,2012,1.737540905328805
Czech Republic,2013,1.8120429575286303
Czech Republic,2014,1.7061694755545376
Czech Republic,2015,1.7767209565182582
Czech Republic,2016,1.8969602111977293
Czech Republic,2017,1.596382084453374
Czech Republic,2018,1.587088559703911
Czech Republic,2019,1.5610149619373463
Czech Republic,2020,1.7898358187230092
Czech Republic,2021,1.6252315632209517
Czech Republic,2022,1.696022324486666
Czech Republic,2023,1.7149036861403473
Denmark,2001,8.516593435042412e-06
Denmark,2002,8.80454903661364e-06
Denmark,2003,9.172434351691639e-06
Denmark,2004,9.345525639067862e-06
Denmark,2005,9.223780526634088e-06
Denmark,2006,9.155839808327986e-06
Denmark,2007,9.08500743846986e-06
Denmark,2008,9.233575773607245e-06
Denmark,2009,1.0192609721844995e-05
Denmark,2010,9.87220190985739e-06
Denmark,2011,1.0194761109879351e-05
Denmark,2012,1.0872421965253463e-05
Denmark,2013,1.109603298779439e-05
Denmark,2014,1.1108558898605008e-05
Denmark,2015,1.0915387467529805e-05
Denmark,2016,1.0903897574051317e-05
Denmark,2017,1.0914987113355515e-05
Denmark,2018,1.0815100451827053e-05
Denmark,2019,8.786611873386168e-06
Denmark,2020,1.0487563815488576e-05
Denmark,2021,1.2053633599551593e-05
Denmark,2022,1.1495151294698692e-05
Denmark,2023,1.0651651191695183e-05
Finland,2001,9.197144690187508e-06
Finland,2002,9.071087822552883e-06
Finland,2003,8.709482089980963e-06
Finland,2004,9.272640415190781e-06
Finland,2005,8.943965602891523e-06
Finland,2006,9.168459248764376e-06
Finland,2007,9.094463914764171e-06
Finland,2008,9.271926017110362e-06
Finland,2009,9.741256708871566e-06
Finland,2010,9.383747168026168e-06
Finland,2011,9.533564494253033e-06
Finland,2012,9.901023494792094e-06
Finland,2013,9.261039321055001e-06
Finland,2014,9.521946131338185e-06
Finland,2015,9.530971013058105e-06
Finland,2016,9.368116178631772e-06
Finland,2017,9.454418578406461e-06
Finland,2018,9.469077478204884e-06
Finland,2019,9.468638807695528e-06
Finland,2020,1.0524762303528658e-05
Finland,2021,1.0798818475164204e-05
Finland,2022,1.0252850464511169e-05
Finland,2023,1.129242727655406e-05
FRA,2001,0.050851064148922126
FRA,2002,0.05224087705913375
FRA,2003,0.052199266576157026
FRA,2004,0.05186501540629375
FRA,2005,0.052558707910478446
FRA,2006,0.05264241008547438
FRA,2007,0.05345408085572686
FRA,2008,0.0541952582534108
FRA,2009,0.056249922823007704
FRA,2010,0.05792831110195919
FRA,2011,0.05889099755032438
FRA,2012,0.060770962034022186
FRA,2013,0.06119064561769598
FRA,2014,0.0630073515305269
FRA,2015,0.06197695381597634
FRA,2016,0.06321432347216613
FRA,2017,0.06203532557627986
FRA,2018,0.06353988556529974
FRA,2019,0.06375937673617124
FRA,2020,0.076128131010951
FRA,2021,0.07042878690759405
FRA,2022,0.07045976520078406
FRA,2023,0.07109534074773802
DEU,2001,1.2305817610660572
DEU,2002,1.2718524044659285
DEU,2003,1.295251763458488
DEU,2004,1.3098155327574728
DEU,2005,1.3242534996202517
DEU,2006,1.3159578533231344
DEU,2007,1.4428668108278113
DEU,2008,1.3723613107400818
DEU,2009,1.4256821298694549
DEU,2010,1.404662280761663
DEU,2011,1.4499746045281858
DEU,2012,1.458099922461051
DEU,2013,1.4261474845455524
DEU,2014,1.4629157297146118
DEU,2015,1.4677841877321787
DEU,2016,1.442320599471311
DEU,2017,1.352285572269194
DEU,2018,1.4241912370195318
DEU,2019,1.4102465766232535
DEU,2020,1.5484549872648474
DEU,2021,1.5608334089992748
DEU,2022,1.5279862684237322
DEU,2023,1.6240356316259712
Greece,2001,1.2513107740612214e-05
Greece,2002,1.2431692779943794e-05
Greece,2003,1.1818926872056444e-05
Greece,2004,1.2092670931012318e-05
Greece,2005,1.1976038791954658e-05
Greece,2006,1.1459904072856022e-05
Greece,2007,1.1277125957165756e-05
Greece,2008,1.1811508283080612e-05
Greece,2009,1.2505512746776596e-05
Greece,2010,1.3703977851283836e-05
Greece,2011,1.4359698936726757e-05
Greece,2012,1.643328289902775e-05
Greece,2013,1.7721105278375236e-05
Greece,2014,1.779244254758608e-05
Greece,2015,1.700183034019831e-05
Greece,2016,1.7010626071579956e-05
Greece,2017,1.6760670555573672e-05
Greece,2018,1.6949137937191766e-05
Greece,2019,1.639398872332331e-05
Greece,2020,2.013046877857634e-05
Greece,2021,1.8968455839619915e-05
Greece,2022,1.6661553488118692e-05
Greece,2023,1.6763162828297983e-05
Hungary,2001,1.9962650743176016
Hungary,2002,2.117608275206057
Hungary,2003,2.1651845350905337
Hungary,2004,2.041167965967372
Hungary,2005,1.7774316098268343
Hungary,2006,1.7025104435365304
Hungary,2007,1.7009269992234883
Hungary,2008,1.7529308293030683
Hungary,2009,1.7980849175810614
Hungary,2010,1.8995192291963587
Hungary,2011,1.9464414155127014
Hungary,2012,2.0895986681808303
Hungary,2013,2.1198720407388785
Hungary,2014,1.894675358676431
Hungary,2015,1.7713865378061926
Hungary,2016,1.7946223804356713
Hungary,2017,1.656546697623244
Hungary,2018,1.547469553297538
Hungary,2019,1.5340099449046676
Hungary,2020,1.657065784360064
Hungary,2021,1.523959264266324
Hungary,2022,1.542518080954465
Hungary,2023,1.5765529838008525
Iceland,2001,0.0
Iceland,2002,0.0
Iceland,2003,0.0
Iceland,2004,0.0
Iceland,2005,0.0
Iceland,2006,0.0
Iceland,2007,0.0
Iceland,2008,0.0
Iceland,2009,0.0
Iceland,2010,0.0
Iceland,2011,0.0
Iceland,2012,0.0
Iceland,2013,0.0
Iceland,2014,0.0
Iceland,2015,0.0
Iceland,2016,0.0
Iceland,2017,0.0
Iceland,2018,0.0
Iceland,2019,0.0
Iceland,2020,0.0
Iceland,2021,0.0
Iceland,2022,0.0
Iceland,2023,0.0
Ireland,2001,3.94771851181033e-06
Ireland,2002,4.0361925175352734e-06
Ireland,2003,4.113988223265496e-06
Ireland,2004,3.937401419675254e-06
Ireland,2005,3.732995941089359e-06
Ireland,2006,3.651195245719887e-06
Ireland,2007,3.6815909355788537e-06
Ireland,2008,3.844352680055759e-06
Ireland,2009,4.459222507307907e-06
Ireland,2010,4.5627766700310506e-06
Ireland,2011,4.873452001955241e-06
Ireland,2012,5.1727580656324216e-06
Ireland,2013,5.0748511563068035e-06
Ireland,2014,5.10630346065742e-06
Ireland,2015,4.928552532140319e-06
Ireland,2016,4.711643955868578e-06
Ireland,2017,4.698583112447377e-06
Ireland,2018,4.534696422327582e-06
Ireland,2019,4.520117002974745e-06
Ireland,2020,5.358305262381915e-06
Ireland,2021,4.951161410725917e-06
Ireland,2022,4.6674549678919354e-06
Ireland,2023,4.645662232098273e-06
ITA,2001,0.1530463563525646
ITA,2002,0.15041207355323402
ITA,2003,0.15139839439966352
ITA,2004,0.15242210196379935
ITA,2005,0.15707500055309934
ITA,2006,0.15591498922788682
ITA,2007,0.16082649487132689
ITA,2008,0.16755648624423222
ITA,2009,0.1817289050374342
ITA,2010,0.1838559620306932
ITA,2011,0.18975567718785497
ITA,2012,0.2037439372326751
ITA,2013,0.22509937124772328
ITA,2014,0.2214740595350186
ITA,2015,0.21825911524358943
ITA,2016,0.22322050982952482
ITA,2017,0.2214742537013425
ITA,2018,0.21610580603933338
ITA,2019,0.22025852258619305
ITA,2020,0.2669659268465144
ITA,2021,0.23961891819029157
ITA,2022,0.21879261667218214
ITA,2023,0.22361438100850148
Lithuania,2001,4.534248734604869
Lithuania,2002,4.628356317260148
Lithuania,2003,4.850621606866581
Lithuania,2004,4.495572096762561
Lithuania,2005,4.1451311521308245
Lithuania,2006,4.158389108710167
Lithuania,2007,4.02972644797459
Lithuania,2008,3.792921778805677
Lithuania,2009,4.400545920159115
Lithuania,2010,4.339306586643231
Lithuania,2011,4.478699536090527
Lithuania,2012,4.425480013916017
Lithuania,2013,4.53953842853072
Lithuania,2014,4.599608627768391
Lithuania,2015,4.214034375640312
Lithuania,2016,3.880360641941827
Lithuania,2017,3.747963020374583
Lithuania,2018,3.526002679448318
Lithuania,2019,3.5239864422791176
Lithuania,2020,3.7304736221905404
Lithuania,2021,3.6521971249661793
Lithuania,2022,3.628527062507343
Lithuania,2023,3.5292539369238414
NLD,2001,0.36109317399903607
NLD,2002,0.35629672600121326
NLD,2003,0.35516616700297743
NLD,2004,0.3410940341510942
NLD,2005,0.3230840836872298
NLD,2006,0.3256977258300699
NLD,2007,0.3095208108884553
NLD,2008,0.3267340128436797
NLD,2009,0.33854962980335007
NLD,2010,0.3158496777745013
NLD,2011,0.3167964632861381
NLD,2012,0.32320531166321437
NLD,2013,0.33580484809251065
NLD,2014,0.33893173433861495
NLD,2015,0.346625346426913
NLD,2016,0.3407043645388936
NLD,2017,0.337714947881508
NLD,2018,0.34353493040416644
NLD,2019,0.3539627690960903
NLD,2020,0.36947707454843315
NLD,2021,0.36957761282264995
NLD,2022,0.3760893776698998
NLD,2023,0.37277742686978166
NOR,2001,10.55214010269511
NOR,2002,10.594244628976492
NOR,2003,9.964890876399336
NOR,2004,10.594529050857856
NOR,2005,10.37942087577598
NOR,2006,10.080619512444203
NOR,2007,9.67636993475449
NOR,2008,10.343823165012777
NOR,2009,10.360645827810226
NOR,2010,9.847227367084047
NOR,2011,10.11424489169412
NOR,2012,10.132517454911344
NOR,2013,9.95361866968913
NOR,2014,10.184130651291493
NOR,2015,9.948914840668401
NOR,2016,10.068911516050802
NOR,2017,9.785836597915784
NOR,2018,9.54055198497448
NOR,2019,9.871400497795603
NOR,2020,10.661570382849666
NOR,2021,10.375954017033424
NOR,2022,10.306384480059437
NOR,2023,9.869288961510952
POL,2001,4.101270008356582
POL,2002,4.0034764458027885
POL,2003,3.900979536598258
POL,2004,3.663464393265326
POL,2005,3.560761564309704
POL,2006,3.3189741543968108
POL,2007,3.2231989798068095
POL,2008,3.111349395236426
POL,2009,3.109424844403808
POL,2010,2.965381819609623
POL,2011,3.002511302929069
POL,2012,3.1270439898200086
POL,2013,3.31978574555994
POL,2014,3.3214744383380266
POL,2015,3.1601873110866614
POL,2016,2.9254875802488396
POL,2017,2.5833254230902907
POL,2018,2.4965359368270774
POL,2019,2.433858668345946
POL,2020,2.5740577570208774
POL,2021,2.4598439598152484
POL,2022,2.3700446793616794
POL,2023,2.3704088931632294
Portugal,2001,6.5548090280067556e-06
Portugal,2002,6.329931383939301e-06
Portugal,2003,6.692460840339611e-06
Portugal,2004,6.62320587914412e-06
Portugal,2005,6.443777554575589e-06
Portugal,2006,7.1881863772459895e-06
Portugal,2007,7.056123532999906e-06
Portugal,2008,7.404856727240002e-06
Portugal,2009,7.907928202634753e-06
Portugal,2010,7.95768999973775e-06
Portugal,2011,8.474271162522087e-06
Portugal,2012,9.393721009219707e-06
Portugal,2013,9.042351225551878e-06
Portugal,2014,9.055685857665499e-06
Portugal,2015,8.840228337519853e-06
Portugal,2016,8.77582437461684e-06
Portugal,2017,8.755472371913237e-06
Portugal,2018,9.077496070242323e-06
Portugal,2019,8.497531595266028e-06
Portugal,2020,1.0336446742784834e-05
Portugal,2021,9.947870648981624e-06
Portugal,2022,9.188932831463001e-06
Portugal,2023,9.46551866268459e-06
Romania,2001,0.34596571963541817
Romania,2002,0.33208510411611114
Romania,2003,0.3759256365173328
Romania,2004,0.32326734103663796
Romania,2005,0.3292036823123413
Romania,2006,0.34110431322047263
Romania,2007,0.3342030822757128
Romania,2008,0.34742159022000857
Romania,2009,0.38626280113220396
Romania,2010,0.40695681554454594
Romania,2011,0.3842818059764466
Romania,2012,0.38084800566251137
Romania,2013,0.40339144764998214
Romania,2014,0.39507301474248135
Romania,2015,0.38723474887635434
Romania,2016,0.36585869959562267
Romania,2017,0.3456734571211939
Romania,2018,0.3445823335932407
Romania,2019,0.3253104912643722
Romania,2020,0.33763957748278806
Romania,2021,0.3154865150432523
Romania,2022,0.3104803507970081
Romania,2023,0.3017947905034407
Slovakia,2001,9.619727842324247
Slovakia,2002,8.684166505014613
Slovakia,2003,9.203838629078723
Slovakia,2004,9.451087874049815
Slovakia,2005,7.976753307713219
Slovakia,2006,8.57503689737789
Slovakia,2007,8.095198710804716
Slovakia,2008,7.704011117022427
Slovakia,2009,8.212081323570494
Slovakia,2010,7.896415679273623
Slovakia,2011,7.977167665310885
Slovakia,2012,8.69021338013169
Slovakia,2013,8.621071805023654
Slovakia,2014,9.116081734971997
Slovakia,2015,8.359482305751575
Slovakia,2016,8.092875202404315
Slovakia,2017,7.234149087134261
Slovakia,2018,7.133994729364492
Slovakia,2019,7.507612517943086
Slovakia,2020,7.492674227707604
Slovakia,2021,7.116105015127538
Slovakia,2022,7.048445577355998
Slovakia,2023,7.1555147954719915
Spain,2001,1.042032620601301e-05
Spain,2002,1.022567716967531e-05
Spain,2003,1.013732715574885e-05
Spain,2004,1.009864858213802e-05
Spain,2005,9.837508305097624e-06
Spain,2006,9.935923947155356e-06
Spain,2007,9.781032913524442e-06
Spain,2008,1.0192851116953195e-05
Spain,2009,1.0706795986449214e-05
Spain,2010,1.0869560010003345e-05
Spain,2011,1.1343061425645675e-05
Spain,2012,1.2177634612637248e-05
Spain,2013,1.2883978369375341e-05
Spain,2014,1.2808059243211397e-05
Spain,2015,1.2353484688332133e-05
Spain,2016,1.2015759165555905e-05
Spain,2017,1.1874751530000219e-05
Spain,2018,1.1597591628815758e-05
Spain,2019,1.1584600965822897e-05
Spain,2020,1.4362422545777253e-05
Spain,2021,1.3042862596105104e-05
Spain,2022,1.1805480456992523e-05
Spain,2023,1.2125162296438387e-05
Sweden,2001,1.18433322115817e-05
Sweden,2002,1.1705700695605888e-05
Sweden,2003,1.1853120121641173e-05
Sweden,2004,1.1931768229408417e-05
Sweden,2005,1.2171186668621406e-05
Sweden,2006,1.2181975159084512e-05
Sweden,2007,1.2334892736773705e-05
Sweden,2008,1.2601343795319006e-05
Sweden,2009,1.3619418049372522e-05
Sweden,2010,1.291643980182207e-05
Sweden,2011,1.3750177884346261e-05
Sweden,2012,1.4359156424557558e-05
Sweden,2013,1.4461393683280517e-05
Sweden,2014,1.4590251345373992e-05
Sweden,2015,1.4727269345905595e-05
Sweden,2016,1.3998243076683565e-05
Sweden,2017,1.3792835652466744e-05
Sweden,2018,1.5176647541278361e-05
Sweden,2019,1.4912087629715403e-05
Sweden,2020,1.6557860568349387e-05
Sweden,2021,1.475057639239988e-05
Sweden,2022,1.5802479785927403e-05
Sweden,2023,1.59868507771093e-05
Switzerland,2001,2.3379717497175235e-06
Switzerland,2002,2.4620203786732768e-06
Switzerland,2003,2.531069061766756e-06
Switzerland,2004,2.485637769952059e-06
Switzerland,2005,2.4716128564188233e-06
Switzerland,2006,2.484947593744245e-06
Switzerland,2007,2.5886965450652325e-06
Switzerland,2008,2.507851643617222e-06
Switzerland,2009,2.574593119314387e-06
Switzerland,2010,2.520905340746399e-06
Switzerland,2011,2.718383004583396e-06
Switzerland,2012,2.674683938521659e-06
Switzerland,2013,2.6285097730961663e-06
Switzerland,2014,2.8880460811456663e-06
Switzerland,2015,2.8552389140069505e-06
Switzerland,2016,3.014998299926028e-06
Switzerland,2017,2.9228221323703173e-06
Switzerland,2018,3.0271941049419745e-06
Switzerland,2019,2.948842448961422e-06
Switzerland,2020,3.5577628931482054e-06
Switzerland,2021,3.5398655815085643e-06
Switzerland,2022,3.437141131307588e-06
Switzerland,2023,3.373870909695005e-06
TUR,2001,5.666642664959905
TUR,2002,5.329273784313205
TUR,2003,5.425223807004928
TUR,2004,5.282628532454312
TUR,2005,5.312406910928217
TUR,2006,5.130588189544873
TUR,2007,5.024464149874414
TUR,2008,5.112355076594629
TUR,2009,4.939339437220189
TUR,2010,5.12975091423513
TUR,2011,5.331040586847059
TUR,2012,5.0820566659702235
TUR,2013,4.699348728860707
TUR,2014,4.599191625265629
TUR,2015,3.933058569453249
TUR,2016,3.6974637081816533
TUR,2017,3.4280917727410043
TUR,2018,3.411637344182025
TUR,2019,3.3876543503713257
TUR,2020,3.58463944411291
TUR,2021,3.3644114492960475
TUR,2022,3.2435522230465867
TUR,2023,3.0412323360380693
UKR,2001,9.847861243481072
UKR,2002,9.624966149139683
UKR,2003,9.25738157978986
UKR,2004,9.256391206233051
UKR,2005,8.985272280127303
UKR,2006,8.777067177880593
UKR,2007,8.444214488708045
UKR,2008,8.825224087246562
UKR,2009,9.076258951686835
UKR,2010,9.361353816201559
UKR,2011,9.421012084634055
UKR,2012,9.55935546987935
UKR,2013,9.947664062139639
UKR,2014,11.187378332607292
UKR,2015,12.690237859651736
UKR,2016,11.942588717750057
UKR,2017,11.844307755288728
UKR,2018,11.363130901678323
UKR,2019,11.310087672511713
