country,year,ovi_gas
CAN,2001,3.2537840730634797
MEX,2001,10.588675644236625
USA,2001,6.565238215711137
ARG,2001,3.1578363134596383
BRA,2001,14.59100754367073
CHL,2001,2.6263649786707846
Colombia,2001,3.8014921964999626
Ecuador,2001,3.5776776963363366
PER,2001,79.68259773955775
VEN,2001,1.3946474705029763
Austria,2001,8.076578505382228
Belgium,2001,4.837653870227415
Bulgaria,2001,20.157650776469353
Croatia,2001,17.642022298298215
Czech Republic,2001,0.5297275511770063
Denmark,2001,0.0
Estonia,2001,3.1467473524962175
Finland,2001,1.3752597490699014
FRA,2001,2.806618412833092
DEU,2001,4.160085892123432
Greece,2001,9.271757470468126
Hungary,2001,1.5209236751358923
Ireland,2001,0.0
ITA,2001,1.0228572463324506
Latvia,2001,5.664528466529897
Lithuania,2001,3.6585579313662704
Luxembourg,2001,120.21723601589952
NLD,2001,1.7790767186981071
North Macedonia,2001,0.0
NOR,2001,28.292101518788225
POL,2001,2.3394148562621315
Portugal,2001,2.957803070225163
Romania,2001,3.109340629192416
Slovakia,2001,11.765012311712065
Slovenia,2001,4.973659972322423
Spain,2001,4.613456056820293
Sweden,2001,0.8949502814166002
Switzerland,2001,10.592229347416067
TUR,2001,9.191669214857889
UKR,2001,5.476715311004786
GBR,2001,2.3142285030968286
Azerbaijan,2001,0.9633606241521107
Belarus,2001,7.943566570264247
KAZ,2001,26.297286376080518
RUS,2001,5.381799794674008
Turkmenistan,2001,8.08184313399318
Uzbekistan,2001,0.9896323021690885
IRN,2001,4.2096590918579455
IRQ,2001,26.304066560305106
ISR,2001,0.0
KWT,2001,6.5905714703601115
Oman,2001,7.223602895507001
QAT,2001,63.44847486684702
SAU,2001,0.0
ARE,2001,1.632946690000953
DZA,2001,18.36798765980044
EGY,2001,3.986193387780546
ZAF,2001,4.479220497085286
AUS,2001,13.150315110080975
Bangladesh,2001,17.43881024197269
CHN,2001,72.69677600233835
IND,2001,18.832681941934418
IDN,2001,5.320750123264585
JPN,2001,4.257462789796051
MYS,2001,3.4876930546692817
New Zealand,2001,0.5872766850349656
Pakistan,2001,2.208148161122689
Philippines,2001,239.09227695873327
SGP,2001,5.318625308456366
KOR,2001,9.538485015150622
