country,year,ovi_oil
CAN,2000,1.0076487045880547
MEX,2000,0.7943724453878757
USA,2000,0.9432338741731614
ARG,2000,1.3744887413141
BRA,2000,1.0081026018529295
CHL,2000,0.8723703136990106
COL,2000,1.484155678777292
ECU,2000,1.3593741360774076
PER,2000,1.3428712871287132
Trinidad & Tobago,2000,5.511876830069337
VEN,2000,2.780408144427649
AUT,2000,0.827243209876543
BEL,2000,1.224280850111511
BGR,2000,1.410246935397367
CZE,2000,1.2708834044073738
DNK,2000,0.8895794256985401
FIN,2000,1.2384992408426645
FRA,2000,1.045032643637157
DEU,2000,0.8732439946441494
GRC,2000,1.0345516098085885
HUN,2000,1.6121229514528441
Iceland,2000,0.0
IRL,2000,0.44915016887359427
ITA,2000,1.3105224163933389
LTU,2000,4.973559883961873
NLD,2000,1.5650165704154941
NOR,2000,1.672195323584039
POL,2000,0.961948471069526
PRT,2000,0.9153724353498724
ROU,2000,1.9593100511073256
SVK,2000,1.7597067448680348
ESP,2000,0.9530710110975129
SWE,2000,1.3420589973989123
CHE,2000,0.5406388729625686
TUR,2000,1.1556696703510423
UKR,2000,3.7694124365482238
GBR,2000,1.1313335924741499
AZE,2000,3.1799582239375677
BLR,2000,3.227378340002582
KAZ,2000,2.146416493236212
RUS,2000,2.240081958305686
TKM,2000,2.5758750266837014
UZB,2000,1.7325507765830341
IRN,2000,1.2744130953621111
IRQ,2000,1.50684276130513
ISR,2000,1.0365075878348828
KWT,2000,3.456777436413254
OMN,2000,1.3992305001748861
QAT,2000,1.792005703923419
SAU,2000,1.2474518123314426
ARE,2000,1.722798493991439
DZA,2000,2.5583130967818
EGY,2000,1.200164042717164
MAR,2000,1.108822174226062
ZAF,2000,1.0937500802135554
AUS,2000,1.10251608866311
BGD,2000,0.5415703971119135
CHN,2000,1.3359889953244346
IND,2000,1.043228192520372
IDN,2000,1.0123871669205908
JPN,2000,0.9484482303662755
MYS,2000,1.2700511660175542
NZL,2000,0.776612525490954
PAK,2000,0.3557751937984495
PHL,2000,1.2056324071821496
SGP,2000,1.8495219325847658
KOR,2000,1.1427031337344402
LKA,2000,0.0
Taiwan,2000,0.870124773078207
THA,2000,1.296574027247106
VNM,2000,0.04743128516095872
Non-OECD,2000,1.4162533081745772
CAN,2001,1.0091706844789634
MEX,2001,0.8031814454791218
USA,2001,0.9537440719548848
ARG,2001,1.4599478472089922
BRA,2001,0.9999123816553449
CHL,2001,0.8955286199540814
COL,2001,1.4917578177026092
ECU,2001,1.3071754541426674
PER,2001,1.4197003154574137
Trinidad & Tobago,2001,5.33566026157736
VEN,2001,2.453331037204615
AUT,2001,0.7760794533240677
BEL,2001,1.238762792802077
BGR,2001,1.3634629249890233
CZE,2001,1.201623683516145
DNK,2001,0.9271382507053606
FIN,2001,1.263681738962045
FRA,2001,1.0336035491909605
DEU,2001,0.8664448444944205
GRC,2001,1.0195506261282006
HUN,2001,1.6749174103481335
Iceland,2001,0.0
IRL,2001,0.4178974162882462
ITA,2001,1.3381839670898892
LTU,2001,4.499887514060743
NLD,2001,1.493355464158674
NOR,2001,1.607403557315275
POL,2001,0.9906332655585729
PRT,2001,0.9579068335311245
ROU,2001,2.1739254055073567
SVK,2001,1.9336323179457655
ESP,2001,0.9256990360264749
SWE,2001,1.339604059715584
CHE,2001,0.5046761984861228
TUR,2001,1.2405554975643702
UKR,2001,3.4141344827586213
GBR,2001,1.1306001448608334
AZE,2001,4.03674127454366
BLR,2001,3.3296710613929954
KAZ,2001,2.1397367738589206
RUS,2001,2.1566360756846636
TKM,2001,3.2388119784368357
UZB,2001,1.7542960834719497
IRN,2001,1.2365521621265965
IRQ,2001,1.3138121441180526
ISR,2001,1.1183608631153468
KWT,2001,4.034080648293918
OMN,2001,1.260501075929911
QAT,2001,1.5851398680324937
SAU,2001,1.189076865997547
ARE,2001,1.7642048785594637
DZA,2001,2.4712104304258715
EGY,2001,1.5005982306403212
MAR,2001,1.1094611727416799
ZAF,2001,1.081720339747695
AUS,2001,1.082790510762379
BGD,2001,0.45493555724033363
CHN,2001,1.3661045275382333
IND,2001,1.0574511181559778
IDN,2001,0.9794034098923149
JPN,2001,0.9213601272510945
MYS,2001,1.150165279413404
NZL,2001,0.809920938984195
PAK,2001,0.6135902063810195
PHL,2001,1.2128426876125453
SGP,2001,1.7630998783389005
KOR,2001,1.1427225421061187
LKA,2001,0.0
Taiwan,2001,1.012584443714979
THA,2001,1.5560932827542557
VNM,2001,0.04373355706404291
Non-OECD,2001,1.4196785558839016
CAN,2002,0.9746043263306668
MEX,2002,0.8346353305558086
USA,2002,0.95467508231846
ARG,2002,1.5373421435377903
BRA,2002,1.0274525742539964
CHL,2002,0.955218453744066
COL,2002,1.510761502499951
ECU,2002,1.3165082552431953
PER,2002,1.4349308620647276
Trinidad & Tobago,2002,4.901595497321016
VEN,2002,2.342329457459547
AUT,2002,0.7631742596810935
BEL,2002,1.2667182127652197
BGR,2002,1.3463316454574232
CZE,2002,1.2390098717125753
DNK,2002,0.9862198685171655
FIN,2002,1.2312551886792453
FRA,2002,1.0746386867188569
DEU,2002,0.9009338409275063
GRC,2002,1.0136315248416188
HUN,2002,1.3475135627760522
Iceland,2002,0.0
IRL,2002,0.4299301145401754
ITA,2002,1.3094728384003373
LTU,2002,4.642630560928434
NLD,2002,1.4946655780572446
NOR,2002,1.6674216799070978
POL,2002,1.213780875234555
PRT,2002,0.9290547576265642
ROU,2002,1.9776519492719589
SVK,2002,1.7252854105973914
ESP,2002,0.9040022139019361
SWE,2002,1.3381827291482464
CHE,2002,0.5324830590513069
TUR,2002,1.1566444444444446
UKR,2002,3.2541132575757583
GBR,2002,1.1490591337462497
AZE,2002,4.415002716653084
BLR,2002,3.158875552747948
KAZ,2002,2.0845944921677613
RUS,2002,2.207753400292563
TKM,2002,2.7337378428083725
UZB,2002,1.7665844373382062
IRN,2002,1.2281153564097258
IRQ,2002,1.3883472999445452
ISR,2002,1.1242150529553805
KWT,2002,3.6755297158779268
OMN,2002,1.1327770614685206
QAT,2002,3.0773002092789405
SAU,2002,1.15626932864344
ARE,2002,1.8056655662772985
DZA,2002,2.229522292993631
EGY,2002,1.5857822410147997
MAR,2002,1.0646716438545558
ZAF,2002,1.0954988665320928
AUS,2002,1.0900463357317243
BGD,2002,0.5055546475204182
CHN,2002,1.409114173838927
IND,2002,1.0394160320827501
IDN,2002,0.9140798710333123
JPN,2002,0.9427576348801819
MYS,2002,0.9958707786356235
NZL,2002,0.8097883136535153
PAK,2002,0.629934868201535
PHL,2002,1.28029256133985
SGP,2002,1.89310438074635
KOR,2002,1.1244837801030458
LKA,2002,0.0
Taiwan,2002,1.3435890748664356
THA,2002,1.4460487937043125
VNM,2002,0.039837756117263215
Non-OECD,2002,1.42648963676062
CAN,2003,0.955112119411839
MEX,2003,0.8076453294367477
USA,2003,0.950321656546584
ARG,2003,1.5148551795478058
BRA,2003,1.1042942185655598
CHL,2003,1.0512740718531066
COL,2003,1.4826973911357222
