country_code,country_name,region,out_degree,in_degree,out_strength,in_strength,total_strength
ABW,Aruba,Other,16,12,1134193318.00,847367159.22,1981560477.22
ARG,Argentina,Latin_America,46,49,5497261170.30,253408476.00,5750669646.30
BEL,Belgium,Europe,163,79,9120051853.20,19398934210.15,28518986063.35
BRA,Brazil,Latin_America,76,67,4218868594.25,7516596368.61,11735464962.86
COL,Colombia,Latin_America,53,46,5068962145.85,225672851.14,5294634996.99
CRI,Costa Rica,Other,32,38,21114136.40,557356285.00,578470421.40
ECU,Ecuador,Latin_America,25,34,2824798441.19,357763666.00,3182562107.19
FRA,France,Europe,175,102,4952867516.87,33432581528.81,38385449045.69
GBR,United Kingdom,Europe,168,99,24978726958.49,17701184031.22,42679910989.71
GTM,Guatemala,Other,22,53,206978642.25,1080412904.37,1287391546.62
HND,Honduras,Other,12,49,3205278.59,436003012.00,439208290.59
LBN,Lebanon,Other,47,58,45202307.26,1109823249.10,1155025556.36
MEX,Mexico,North_America,81,54,19231329531.80,5279669944.52,24510999476.32
PER,Peru,Latin_America,34,42,644206479.84,1414948701.00,2059155180.84
TTO,Trinidad and Tobago,Other,42,47,4549571427.65,1068945203.00,5618516630.65
USA,USA,North_America,184,129,12898038116.91,121588018613.53,134486056730.44
VEN,Venezuela,Latin_America,51,36,20112800752.48,53497065.64,20166297818.12
AFG,Afghanistan,Other,4,18,49805583.00,121841798.42,171647381.42
LKA,Sri Lanka,Other,15,36,2058555.70,739936190.45,741994746.15
MOZ,Mozambique,Other,18,26,20059006.86,81245357.19,101304364.05
AGO,Angola,Africa,20,27,8218599874.02,66047405.78,8284647279.80
CAN,Canada,North_America,134,88,21457164775.82,13961000967.00,35418165742.82
CHL,Chile,Latin_America,31,47,470419552.50,3192367582.10,3662787134.60
CHN,China,Asia_Pacific,156,86,7948920994.28,27780157232.29,35729078226.58
CMR,Cameroon,Other,34,42,1197966330.07,232383449.00,1430349779.07
DEU,Germany,Europe,173,92,7024731648.50,33267436430.01,40292168078.51
ESP,Spain,Europe,133,90,2687032045.78,21064702733.08,23751734778.87
IDN,Indonesia,Asia_Pacific,72,53,16625987495.14,7576250837.74,24202238332.88
ITA,Italy,Europe,157,89,5955542482.25,23841628050.28,29797170532.53
JPN,Japan,Asia_Pacific,143,80,1586424182.63,80071812017.57,81658236200.20
KOR,Rep. of Korea,Asia_Pacific,119,82,7476720213.58,37443834362.93,44920554576.51
NLD,Netherlands,Europe,152,83,20415641668.88,20825450558.22,41241092227.10
PRT,Portugal,Other,61,59,398776483.97,4495817158.91,4894593642.88
STP,Sao Tome and Principe,Other,1,14,1558.00,6797049.81,6798607.81
URY,Uruguay,Other,9,25,29430812.49,473744033.87,503174846.36
ZAF,South Africa,Africa,111,73,3417955681.61,3914445844.82,7332401526.42
AIA,Anguilla,Other,1,11,1185.00,7709850.00,7711035.00
ALB,Albania,Other,12,38,2536936.52,101774714.00,104311650.52
ATG,Antigua and Barbuda,Other,5,23,5204188.00,47335127.80,52539315.80
AUT,Austria,Other,111,58,552885645.67,4208552797.34,4761438443.01
GRC,Greece,Other,116,63,860051767.17,5981792312.00,6841844079.17
MKD,North Macedonia,Other,25,37,23958354.06,289847002.20,313805356.26
MLT,Malta,Other,31,57,101661904.84,451473292.32,553135197.16
ROU,Romania,Other,88,57,892985436.32,2433228796.04,3326214232.37
TUR,T_kiye,Other,89,71,1113543880.10,2651834881.05,3765378761.15
TZA,United Rep. of Tanzania,Other,21,53,25313882.10,403128639.52,428442521.62
AND,Andorra,Other,4,10,2364944.36,66543132.00,68908076.36
BWA,Botswana,Other,3,8,1762847.45,123567291.00,125330138.45
ARE,United Arab Emirates,Middle_East,128,70,29300175250.08,399175997.65,29699351247.73
ARM,Armenia,Other,2,29,134908.00,89806510.00,89941418.00
AUS,Australia,Asia_Pacific,111,60,15237472249.31,6441667298.29,21679139547.59
AZE,Azerbaijan,Former_USSR,50,33,1947227210.85,237026303.72,2184253514.57
BDI,Burundi,Other,3,14,297304.00,26882326.00,27179630.00
BEN,Benin,Other,8,33,130857897.00,126245409.64,257103306.64
BFA,Burkina Faso,Other,5,30,68679.00,131158524.00,131227203.00
BGD,Bangladesh,Other,15,50,24224208.00,878771272.00,902995480.00
BGR,Bulgaria,Other,85,49,372389333.25,415633983.45,788023316.70
BHR,Bahrain,Middle_East,42,35,1074837947.47,14501121.00,1089339068.47
BIH,Bosnia Herzegovina,Other,20,41,25283647.10,221638709.05,246922356.15
CIV,C_e d'Ivoire,Other,53,43,501565625.18,566430287.35,1067995912.53
COD,Dem. Rep. of the Congo,Other,4,22,165051519.00,111343838.67,276395357.67
COG,Congo,Other,22,21,1763679810.82,22540715.41,1786220526.23
COM,Comoros,Other,1,15,12108.00,9560694.87,9572802.87
CYP,Cyprus,Other,22,63,16726229.40,572982103.28,589708332.68
CZE,Czechia,Other,71,49,632095970.91,3508043234.82,4140139205.73
DJI,Djibouti,Other,4,13,5813739.41,2594959.67,8408699.08
DNK,Denmark,Europe,101,57,3959844115.29,2313733649.09,6273577764.39
DZA,Algeria,Africa,78,44,21995972529.19,98293549.82,22094266079.01
EGY,Egypt,Africa,83,52,2599481438.03,565727459.65,3165208897.68
ERI,Eritrea,Other,0,16,0.00,501216.74,501216.74
EST,Estonia,Other,73,34,536332687.72,448876639.00,985209326.72
ETH,Ethiopia,Other,0,32,0.00,8740988.57,8740988.57
GAB,Gabon,Other,44,26,2856662092.19,21011260.06,2877673352.25
GEO,Georgia,Other,32,35,382439788.14,171948409.92,554388198.06
GHA,Ghana,Other,18,46,66543121.12,585820916.00,652364037.12
GMB,Gambia,Other,5,21,14645.48,22311458.70,22326104.18
GNQ,Equatorial Guinea,Other,8,16,2408561740.25,31841424.84,2440403165.10
GUY,Guyana,Other,5,26,110394.00,106720255.00,106830649.00
HKG,"China, Hong Kong SAR",Other,71,39,63238564.96,3803702193.00,3866940757.96
HRV,Croatia,Other,56,52,338050226.43,1459667061.92,1797717288.35
HUN,Hungary,Other,43,41,523288497.15,2307753694.30,2831042191.45
IND,India,Asia_Pacific,103,58,3363356113.20,5361705141.72,8725061254.92
IRN,Iran,Middle_East,78,49,21720900445.97,1551697705.24,23272598151.21
IRQ,Iraq,Middle_East,21,18,8307278134.02,179209936.56,8486488070.58
JAM,Jamaica,Other,19,39,19236196.00,747523047.18,766759243.18
JOR,Jordan,Other,21,40,28602415.68,927838441.88,956440857.56
KAZ,Kazakhstan,Former_USSR,54,49,8499866334.71,795200496.62,9295066831.34
KEN,Kenya,Other,50,47,271721136.44,797562218.66,1069283355.10
KHM,Cambodia,Other,6,27,42130.00,195124568.43,195166698.43
KWT,Kuwait,Middle_East,55,59,16589516651.63,52012679.09,16641529330.72
LBR,Liberia,Other,10,29,27163212.79,42648122.19,69811334.98
LBY,Libya,Africa,30,30,13050084826.08,356434926.63,13406519752.71
LVA,Latvia,Other,41,36,710463677.15,363248823.93,1073712501.08
MAC,"China, Macao SAR",Other,5,27,671930.09,176395471.16,177067401.25
